	time	neighborhood	title	url	price	imgs
13	2022-04-28 11:05	hayward,castro valley	West elm Alexa media console reclaimed wood	https://sfbay.craigslist.org/eby/fuo/d/hayward-west-elm-alexa-media-console/7477042323.html	1100	https://images.craigslist.org/00m0m_aeGVonLV5Gzz_0uY0ne_300x300.jpg,https://images.craigslist.org/00e0e_e5pDh4nuurKz_0uY0ne_300x300.jpg,https://images.craigslist.org/00G0G_b6zAxRYLVQyz_0uY0ne_300x300.jpg,https://images.craigslist.org/00s0s_6B4Be47g2c1z_0uY0ne_300x300.jpg,https://images.craigslist.org/00t0t_2qlaq8yZLOBz_0uY0ne_300x300.jpg
14	2022-04-28 11:05	hayward,castro valley	"West Elm Hargrove Buffet / console (62"")"	https://sfbay.craigslist.org/eby/fuo/d/hayward-west-elm-hargrove-buffet/7477042206.html	1200	https://images.craigslist.org/00Y0Y_euVuDk8WWntz_0CI0t2_300x300.jpg,https://images.craigslist.org/00P0P_bJxinAopycCz_0t20CI_300x300.jpg,https://images.craigslist.org/00Z0Z_bztJO6DPFXyz_0CI0t2_300x300.jpg,https://images.craigslist.org/00s0s_e9bXkexoUyEz_0t20CI_300x300.jpg,https://images.craigslist.org/00l0l_6ffND83WxYYz_0CI0t2_300x300.jpg,https://images.craigslist.org/00E0E_hIDuT7Mqvtwz_0CI0t2_300x300.jpg,https://images.craigslist.org/00W0W_a2NKODz9CiBz_0CI0t2_300x300.jpg,https://images.craigslist.org/00909_88MeF28eo07z_0CI0t2_300x300.jpg
15	2022-04-28 11:03	oakland	Hall Table	https://sfbay.craigslist.org/eby/fuo/d/oakland-hall-table/7477041254.html	100	https://images.craigslist.org/00U0U_iUOIDWp9IeGz_0t20CI_300x300.jpg
16	2022-04-28 11:03	dublin,pleasanton,livermore	Table for sale	https://sfbay.craigslist.org/eby/fuo/d/dublin-table-for-sale/7472004493.html	50	https://images.craigslist.org/00x0x_8jYRpHc83cmz_0CI0t2_300x300.jpg,https://images.craigslist.org/00b0b_iH50My8UAvxz_0CI0t2_300x300.jpg,https://images.craigslist.org/00x0x_6KW9rc9cYn4z_0CI0t2_300x300.jpg
17	2022-04-28 11:03	oakland piedmont,montclair	"Solid oak round table 44"""	https://sfbay.craigslist.org/eby/fuo/d/oakland-solid-oak-round-table-44/7477040966.html	600	https://images.craigslist.org/00M0M_29AZmQ6XZ2dz_0CI0t2_300x300.jpg,https://images.craigslist.org/00e0e_dTZ507w9Laxz_0CI0t2_300x300.jpg,https://images.craigslist.org/00000_7IyMOkvsFjJz_0CI0t2_300x300.jpg,https://images.craigslist.org/00101_59Qwpn50fUmz_0CI0t2_300x300.jpg
18	2022-04-28 11:02	concord,pleasant hill,martinez	Shabby Chic Farmhouse Potting Bench	https://sfbay.craigslist.org/eby/fuo/d/concord-shabby-chic-farmhouse-potting/7468788464.html	165	https://images.craigslist.org/00707_9Wv90hYWdr6z_0t20CI_300x300.jpg,https://images.craigslist.org/00x0x_e1S7a8M9H0Az_0t20CI_300x300.jpg,https://images.craigslist.org/00G0G_i5uIevy8R9Lz_0t20CI_300x300.jpg,https://images.craigslist.org/00Z0Z_21LoQlaHYSYz_0t20CI_300x300.jpg,https://images.craigslist.org/00h0h_dxo85upwKoXz_0t20CI_300x300.jpg,https://images.craigslist.org/00p0p_9A5ROB6xQ9yz_0t20CI_300x300.jpg
19	2022-04-28 11:01	oakland	Wine Rack	https://sfbay.craigslist.org/eby/fuo/d/oakland-wine-rack/7477040225.html	50	https://images.craigslist.org/00O0O_wMBY2zmjIdz_0t20CI_300x300.jpg
20	2022-04-28 11:01	dublin,pleasanton,livermore	Tommy Bahama like sofa by Lane	https://sfbay.craigslist.org/eby/fuo/d/pleasanton-tommy-bahama-like-sofa-by/7477040040.html	195	https://images.craigslist.org/00d0d_aTQu6KSTFadz_0t20CI_300x300.jpg,https://images.craigslist.org/01515_jMKZP5ZK8WOz_0CI0t2_300x300.jpg,https://images.craigslist.org/00e0e_4dCPduDpYdXz_0CI0t2_300x300.jpg,https://images.craigslist.org/00P0P_cbfxt6ynEnZz_0CI0t2_300x300.jpg,https://images.craigslist.org/00000_aHT6lU3ur5Mz_0CI0t2_300x300.jpg
21	2022-04-28 11:01	san leandro	Malone expandable dining set	https://sfbay.craigslist.org/eby/fuo/d/san-leandro-malone-expandable-dining-set/7477039986.html	575	https://images.craigslist.org/01515_jVqIvQXw1rZ_0fC0c7_300x300.jpg
22	2022-04-28 11:00	oakland hills,mills	high quality adjustable  office chairs	https://sfbay.craigslist.org/eby/fuo/d/oakland-high-quality-adjustable-office/7467113791.html	25	https://images.craigslist.org/00I0I_71sfJPiV4Kz_0e80t2_300x300.jpg,https://images.craigslist.org/00a0a_5YIKrywPetkz_0t20t2_300x300.jpg,https://images.craigslist.org/00t0t_4tX9kICCuc3z_0t20t2_300x300.jpg,https://images.craigslist.org/01414_dcBocMtWDK6z_0t20t2_300x300.jpg,https://images.craigslist.org/00O0O_bHY3nErnGWYz_0t20t2_300x300.jpg,https://images.craigslist.org/00q0q_7JrIjQP50KEz_0t20t2_300x300.jpg,https://images.craigslist.org/00C0C_7YGuIKrzOazz_0t20t2_300x300.jpg,https://images.craigslist.org/00W0W_9Cgo99a4kXFz_0t20t2_300x300.jpg,https://images.craigslist.org/00707_5QwcVs52rPiz_0t20t2_300x300.jpg,https://images.craigslist.org/00r0r_7iw93u6gU00z_0t20t2_300x300.jpg,https://images.craigslist.org/01111_8d5nWmtXG4Sz_0t20t2_300x300.jpg,https://images.craigslist.org/00Y0Y_7x1IcYiaWoHz_0t20t2_300x300.jpg,https://images.craigslist.org/01515_igh1rFHVkimz_0t20t2_300x300.jpg,https://images.craigslist.org/00I0I_2S1d3iPjc4nz_0t20t2_300x300.jpg,https://images.craigslist.org/00101_8h0ndCaYstuz_0t20t2_300x300.jpg,https://images.craigslist.org/00r0r_db3e7aZPlVVz_0t20t2_300x300.jpg,https://images.craigslist.org/00a0a_aFn7bPprOwOz_0t20t2_300x300.jpg
23	2022-04-28 11:00	oakland hills,mills	Nice .good quality. Outside chairs	https://sfbay.craigslist.org/eby/fuo/d/oakland-nice-good-quality-outside-chairs/7469084295.html	10	https://images.craigslist.org/00S0S_lV0FLeY1enkz_0Mg0Mg_300x300.jpg,https://images.craigslist.org/00J0J_lIPJNjCdeB8z_0Mg0Mg_300x300.jpg,https://images.craigslist.org/00L0L_7lDpBe55dufz_0Mg0Mg_300x300.jpg,https://images.craigslist.org/00I0I_fOFSk47nSK8z_0Mg0Mg_300x300.jpg
24	2022-04-28 10:59	oakland hills,mills	Beautiful large glass top table set.	https://sfbay.craigslist.org/eby/fuo/d/oakland-beautiful-large-glass-top-table/7465838268.html	119	https://images.craigslist.org/00101_dIMDV8PwPJkz_0Mg0Mg_300x300.jpg,https://images.craigslist.org/00h0h_cWUIw1CTDQIz_0Mg0Mg_300x300.jpg,https://images.craigslist.org/00f0f_4f6hUWCZjfwz_0Mg0Mg_300x300.jpg
25	2022-04-28 10:59	oakland hills,mills	Nice .good quality. Outside tables set	https://sfbay.craigslist.org/eby/fuo/d/oakland-nice-good-quality-outside/7472478997.html	125	https://images.craigslist.org/00j0j_7j5wbOKpVa2z_0Mg0Mg_300x300.jpg,https://images.craigslist.org/00A0A_e4L2UVEeXznz_0Mg0Mg_300x300.jpg,https://images.craigslist.org/00B0B_bbKe557r1Bmz_0Mg0Mg_300x300.jpg
26	2022-04-28 10:59	oakland hills,mills	Two drawers file metal office cabinet	https://sfbay.craigslist.org/eby/fuo/d/oakland-two-drawers-file-metal-office/7476143259.html	30	https://images.craigslist.org/00q0q_78DTGPhTaYaz_0Mg0Mg_300x300.jpg,https://images.craigslist.org/00M0M_8lRaBBT1i70z_0Mg0Mg_300x300.jpg,https://images.craigslist.org/00A0A_3knnYfqonoaz_0Mg0Mg_300x300.jpg
27	2022-04-28 10:59	dublin,pleasanton,livermore	Teeter LX9 Inversion Table	https://sfbay.craigslist.org/eby/fuo/d/dublin-teeter-lx9-inversion-table/7477038545.html	500	https://images.craigslist.org/00r0r_hjeDw8n7m2Ez_0jm0jm_300x300.jpg,https://images.craigslist.org/00E0E_5e0NWYSVVRFz_0jm0jm_300x300.jpg
28	2022-04-28 10:58	albany,el cerrito	Hbada Swivel Desk Chair	https://sfbay.craigslist.org/eby/fuo/d/el-cerrito-hbada-swivel-desk-chair/7470885032.html	40	https://images.craigslist.org/00b0b_6rHGaFMhUkgz_07g09G_300x300.jpg,https://images.craigslist.org/00y0y_kPj01dNMMIcz_07g09G_300x300.jpg,https://images.craigslist.org/01212_jGudwDe8s91z_07g09G_300x300.jpg
29	2022-04-28 10:58	oakland	Black Leather Couch Light Use	https://sfbay.craigslist.org/eby/fuo/d/oakland-black-leather-couch-light-use/7477038346.html	200	https://images.craigslist.org/00303_7iZ1MP1MLomz_0t20CI_300x300.jpg
30	2022-04-28 10:57	san leandro	Sonoma grey queen bed	https://sfbay.craigslist.org/eby/fuo/d/san-leandro-sonoma-grey-queen-bed/7477038184.html	300	https://images.craigslist.org/00U0U_i66tuw5K3f6_300x300.jpg
31	2022-04-28 10:56	concord	Pottery Barn Slipcovered Ottoman in Twill White	https://sfbay.craigslist.org/eby/fuo/d/concord-pottery-barn-slipcovered/7477037729.html	200	https://images.craigslist.org/00I0I_beAsgMm6Zhlz_0CI0t2_300x300.jpg,https://images.craigslist.org/00V0V_1gzXWGaXFzPz_0CI0hT_300x300.jpg
32	2022-04-28 10:56	concord,pleasant hill,martinez	Italian Brass and Glass Coffee Table	https://sfbay.craigslist.org/eby/fuo/d/pleasant-hill-italian-brass-and-glass/7471501477.html	245	https://images.craigslist.org/00s0s_akaGP7fNn3ez_0CI0t2_300x300.jpg,https://images.craigslist.org/00e0e_jWx8mSbGyJ6z_0t20CI_300x300.jpg,https://images.craigslist.org/00j0j_alvqQRa4DjNz_0t20CI_300x300.jpg
33	2022-04-28 10:55	concord,pleasant hill,martinez	Victorian Style Sofa Chair	https://sfbay.craigslist.org/eby/fuo/d/pleasant-hill-victorian-style-sofa-chair/7471029116.html	180	https://images.craigslist.org/00707_iBDLStQnXs9z_09J0ew_300x300.jpg,https://images.craigslist.org/00q0q_2eXFtgWPpcRz_0aT0ew_300x300.jpg,https://images.craigslist.org/00S0S_10tFbIlf2iaz_0aT0ew_300x300.jpg,https://images.craigslist.org/00R0R_kT8QMnBdHe4z_0aT0ew_300x300.jpg,https://images.craigslist.org/00j0j_bq0ZGYmLl4Nz_0t20CI_300x300.jpg,https://images.craigslist.org/00C0C_8MeoYOU6fsPz_0t20CI_300x300.jpg
34	2022-04-28 10:55	concord,pleasant hill,martinez	Vintage Asian Wooden hand carved chest / trunk	https://sfbay.craigslist.org/eby/fuo/d/concord-vintage-asian-wooden-hand/7469196718.html	150	https://images.craigslist.org/00d0d_6mX9h8RKJ2rz_0CI0t2_300x300.jpg,https://images.craigslist.org/00z0z_fe0YCU4Ifp2z_0t20CI_300x300.jpg,https://images.craigslist.org/00c0c_6yt6MdfPYD3z_0t20CI_300x300.jpg,https://images.craigslist.org/00A0A_6HhwU6fNku4z_0t20hb_300x300.jpg
35	2022-04-28 10:55	danville,san ramon	Used Full Size Futon, Removable and Washable Cover, Good Condition.	https://sfbay.craigslist.org/eby/fuo/d/san-ramon-used-full-size-futon/7469164566.html	50	https://images.craigslist.org/00D0D_gRncdnA5oJsz_0nf0t2_300x300.jpg,https://images.craigslist.org/00r0r_88pIinIIoTlz_1320MM_300x300.jpg,https://images.craigslist.org/00w0w_79R8cbIfmAWz_0xS0po_300x300.jpg,https://images.craigslist.org/00L0L_ixnfRYfGqDlz_0xS0po_300x300.jpg
36	2022-04-28 10:55	concord	DXRacer Gaming Chair	https://sfbay.craigslist.org/eby/fuo/d/concord-dxracer-gaming-chair/7477037086.html	200	https://images.craigslist.org/00V0V_gSM3DvMsAfwz_0t20CI_300x300.jpg
37	2022-04-28 10:55	alameda	Magazine Rack Shelf	https://sfbay.craigslist.org/eby/fuo/d/alameda-magazine-rack-shelf/7472790950.html	25	https://images.craigslist.org/00d0d_bjvfCH2ocKiz_0CI0t2_300x300.jpg,https://images.craigslist.org/00x0x_g8oKny1AbCnz_0lM0t2_300x300.jpg,https://images.craigslist.org/00X0X_c6skyMYvlyBz_0CI0t2_300x300.jpg
38	2022-04-28 10:55	san leandro	Queen platform bed with drawers	https://sfbay.craigslist.org/eby/fuo/d/san-leandro-queen-platform-bed-with/7477036818.html	400	https://images.craigslist.org/00w0w_5juPOTFSu3az_0lq0ja_300x300.jpg
39	2022-04-28 10:55	fremont,union city,newark	Modern Desk with Built In File Cabinet Retail 300+	https://sfbay.craigslist.org/eby/fuo/d/newark-modern-desk-with-built-in-file/7477036743.html	100	https://images.craigslist.org/00t0t_7zWkg79wzQoz_0sw0lo_300x300.jpg,https://images.craigslist.org/00n0n_h2Kalnypk9Az_0nV0j4_300x300.jpg,https://images.craigslist.org/00K0K_g8F1NTUc2VMz_0sw0lo_300x300.jpg,https://images.craigslist.org/00j0j_b76xXD2mHMMz_0fm0eC_300x300.jpg,https://images.craigslist.org/00y0y_enCVypHK0DTz_0sw0lo_300x300.jpg,https://images.craigslist.org/00404_aF2nbojbDk8z_0sw0lo_300x300.jpg,https://images.craigslist.org/00808_3n01ixbIZPez_0sw0lo_300x300.jpg
40	2022-04-28 10:54	fremont,union city,newark	Book shelves, TV, stereo, piano	https://sfbay.craigslist.org/eby/fuo/d/fremont-book-shelves-tv-stereo-piano/7475552373.html	1	https://images.craigslist.org/00F0F_3wO4xH87elTz_0gw0co_300x300.jpg,https://images.craigslist.org/00L0L_eN3rhjWlemBz_0gw0co_300x300.jpg,https://images.craigslist.org/00K0K_chvRgzsI9Az_0co0gw_300x300.jpg,https://images.craigslist.org/00F0F_gV8Skx0sAd7z_0gw0co_300x300.jpg,https://images.craigslist.org/00n0n_2g7FZ7CcCkFz_0gw0co_300x300.jpg,https://images.craigslist.org/00303_aVKGlRFi9uGz_0co0gw_300x300.jpg,https://images.craigslist.org/00z0z_8dryXzPFGy7z_0co0gw_300x300.jpg,https://images.craigslist.org/01414_jf9u4snxgcZz_0gw0co_300x300.jpg,https://images.craigslist.org/00V0V_lU8K8ZYkSSDz_0gw0co_300x300.jpg
41	2022-04-28 10:53	concord	DXRacer Gaming Chair	https://sfbay.craigslist.org/eby/fuo/d/concord-dxracer-gaming-chair/7477035926.html	100	https://images.craigslist.org/01313_goRRh5IWfNvz_0t20CI_300x300.jpg
42	2022-04-28 10:51	alameda	Foldable Boat Camping Seat - Made in USA	https://sfbay.craigslist.org/eby/fuo/d/alameda-foldable-boat-camping-seat-made/7468220985.html	30	https://images.craigslist.org/00T0T_7TI1rq9hGehz_0lM0t2_300x300.jpg,https://images.craigslist.org/00z0z_YQpzL0QCwkz_0lM0t2_300x300.jpg
43	2022-04-28 10:51	alameda	shelf board thick plywood painted wood board	https://sfbay.craigslist.org/eby/fuo/d/alameda-shelf-board-thick-plywood/7474104345.html	40	https://images.craigslist.org/00000_2g5z12wJZ5Kz_0CI0t2_300x300.jpg,https://images.craigslist.org/00000_304AD6INuSuz_0CI0t2_300x300.jpg
44	2022-04-28 10:51	alameda	Wood Arm-Chair Office Chair	https://sfbay.craigslist.org/eby/fuo/d/alameda-wood-arm-chair-office-chair/7474103910.html	40	https://images.craigslist.org/01414_7rdkWj2EYdT_300x300.jpg,https://images.craigslist.org/01313_75nDWRmgzrc_300x300.jpg
45	2022-04-28 10:51	oakland north,temescal	WOOD BLANKET OR TOWEL LADDER RACK	https://sfbay.craigslist.org/eby/fuo/d/oakland-wood-blanket-or-towel-ladder/7473218219.html	75	https://images.craigslist.org/00F0F_kr0i8buXcYBz_0t20CI_300x300.jpg,https://images.craigslist.org/01111_2KlhwxZLR8Sz_0t20CI_300x300.jpg,https://images.craigslist.org/00404_8yRB9O9XY5gz_0t20CI_300x300.jpg,https://images.craigslist.org/00z0z_jkk1mTOPm90z_0t20CI_300x300.jpg,https://images.craigslist.org/00909_fZLA5BRKaakz_0t20CI_300x300.jpg
46	2022-04-28 10:51	oakland east	"foldable camping metal bed frame 73""x30""x15"""	https://sfbay.craigslist.org/eby/fuo/d/oakland-foldable-camping-metal-bed/7472790584.html	35	https://images.craigslist.org/00e0e_jtW9KIfzBGsz_0CI0t2_300x300.jpg,https://images.craigslist.org/01010_l0R3hFn9k8Iz_0lM0t2_300x300.jpg
47	2022-04-28 10:50	oakland east	Vintage Solid Wood Bar Stool with Solid Brass Decoration	https://sfbay.craigslist.org/eby/fuo/d/oakland-vintage-solid-wood-bar-stool/7477034324.html	50	https://images.craigslist.org/00n0n_j377foBwLj5z_07K0ak_300x300.jpg,https://images.craigslist.org/00F0F_72OX8ZxkMfuz_0ak07K_300x300.jpg
48	2022-04-28 10:49	concord,pleasant hill,martinez	Catalyst Chandelier	https://sfbay.craigslist.org/eby/fuo/d/pleasant-hill-catalyst-chandelier/7466954010.html	750	https://images.craigslist.org/00y0y_igIWhW4aLxoz_0jk0hE_300x300.jpg,https://images.craigslist.org/00101_bcagMSBMbzqz_0ja0j8_300x300.jpg,https://images.craigslist.org/00T0T_3tGI27QQJuUz_0iS0or_300x300.jpg,https://images.craigslist.org/00A0A_9WqweqPYiqMz_0aZ0mZ_300x300.jpg
49	2022-04-28 10:48	berkeley	One (1) Adjustable/Reclining Mission/Craftsman-style armchair	https://sfbay.craigslist.org/eby/fuo/d/berkeley-one-adjustable-reclining/7466132165.html	180	https://images.craigslist.org/00L0L_gmz8D09l6oCz_0ew0ew_300x300.jpg,https://images.craigslist.org/01212_fZnNwjixsxNz_0ew0ew_300x300.jpg,https://images.craigslist.org/00p0p_iyva8gMovYUz_0ew0ew_300x300.jpg,https://images.craigslist.org/00t0t_9KTcRsNzZt3z_0jm0ew_300x300.jpg,https://images.craigslist.org/00t0t_fASrj0Wz8ikz_0jm0ew_300x300.jpg,https://images.craigslist.org/01616_2Bk7VTYUAxDz_0jm0ew_300x300.jpg,https://images.craigslist.org/00b0b_5XBLbvl07MFz_0jm0ew_300x300.jpg
50	2022-04-28 10:48	hercules, pinole, san pablo, el sob	End Tables	https://sfbay.craigslist.org/eby/fuo/d/pinole-end-tables/7469670031.html	100	https://images.craigslist.org/00505_cHbXupy2Auiz_0MM132_300x300.jpg,https://images.craigslist.org/00C0C_g7obAoOHt8Bz_0MM132_300x300.jpg
51	2022-04-28 10:47	berkeley	Secretary Desk/ Hutch	https://sfbay.craigslist.org/eby/fuo/d/berkeley-secretary-desk-hutch/7470287393.html	80	https://images.craigslist.org/00t0t_r3LZ5dsgKTz_0bM0pL_300x300.jpg,https://images.craigslist.org/00N0N_eQwPvAXklVSz_0km0t2_300x300.jpg,https://images.craigslist.org/00R0R_8iG5QzQqK0Kz_0t20CI_300x300.jpg,https://images.craigslist.org/00m0m_1J0RzuCcgsDz_0CI0t2_300x300.jpg,https://images.craigslist.org/00d0d_7FiCggcoj5zz_0CI0t2_300x300.jpg,https://images.craigslist.org/00m0m_elOZGDyaKRaz_0CI0t2_300x300.jpg
52	2022-04-28 10:47	berkeley	Mahogany Wood Rocking Armchair	https://sfbay.craigslist.org/eby/fuo/d/berkeley-mahogany-wood-rocking-armchair/7470494223.html	35	https://images.craigslist.org/00202_7yncIlbnRRrz_0lM0t2_300x300.jpg,https://images.craigslist.org/01717_h8QdsGba41Tz_0t20CI_300x300.jpg,https://images.craigslist.org/00K0K_acmW3r45wIOz_0t20CI_300x300.jpg,https://images.craigslist.org/00505_ajHQhdCN1Mez_0t20CI_300x300.jpg,https://images.craigslist.org/00z0z_by2zfMqsv1gz_0t20CI_300x300.jpg,https://images.craigslist.org/01010_8S1UNcTiF0Qz_0t20CI_300x300.jpg
